DATE_DT,DATE_CODE,DAY_CODE,DATE_DESC,DAY_DESC,WEEK_CODE,WEEK_DESC,MONTH_CODE,MONTH_DESC,YEAR_CODE,QUARTER_CODE,HALF_CODE
2012-08-09,20120809,9,09 August 2012,Thursday ,201232,32,201208,August   ,2012,20123,20122
2012-08-10,20120810,10,10 August 2012,Friday   ,201232,32,201208,August   ,2012,20123,20122
2012-08-11,20120811,11,11 August 2012,Saturday ,201232,32,201208,August   ,2012,20123,20122
2012-08-12,20120812,12,12 August 2012,Sunday   ,201232,32,201208,August   ,2012,20123,20122
2012-08-13,20120813,13,13 August 2012,Monday   ,201233,33,201208,August   ,2012,20123,20122
2012-08-14,20120814,14,14 August 2012,Tuesday  ,201233,33,201208,August   ,2012,20123,20122
2012-08-15,20120815,15,15 August 2012,Wednesday,201233,33,201208,August   ,2012,20123,20122
2012-08-16,20120816,16,16 August 2012,Thursday ,201233,33,201208,August   ,2012,20123,20122
2012-08-17,20120817,17,17 August 2012,Friday   ,201233,33,201208,August   ,2012,20123,20122
2012-08-18,20120818,18,18 August 2012,Saturday ,201233,33,201208,August   ,2012,20123,20122
2012-08-19,20120819,19,19 August 2012,Sunday   ,201233,33,201208,August   ,2012,20123,20122
2012-08-20,20120820,20,20 August 2012,Monday   ,201234,34,201208,August   ,2012,20123,20122
2012-08-21,20120821,21,21 August 2012,Tuesday  ,201234,34,201208,August   ,2012,20123,20122
2012-08-22,20120822,22,22 August 2012,Wednesday,201234,34,201208,August   ,2012,20123,20122
2012-08-23,20120823,23,23 August 2012,Thursday ,201234,34,201208,August   ,2012,20123,20122
2012-08-24,20120824,24,24 August 2012,Friday   ,201234,34,201208,August   ,2012,20123,20122
2012-08-25,20120825,25,25 August 2012,Saturday ,201234,34,201208,August   ,2012,20123,20122
2012-08-26,20120826,26,26 August 2012,Sunday   ,201234,34,201208,August   ,2012,20123,20122
2012-08-27,20120827,27,27 August 2012,Monday   ,201235,35,201208,August   ,2012,20123,20122
2012-08-28,20120828,28,28 August 2012,Tuesday  ,201235,35,201208,August   ,2012,20123,20122
2012-08-29,20120829,29,29 August 2012,Wednesday,201235,35,201208,August   ,2012,20123,20122
2012-08-30,20120830,30,30 August 2012,Thursday ,201235,35,201208,August   ,2012,20123,20122
2012-08-31,20120831,31,31 August 2012,Friday   ,201235,35,201208,August   ,2012,20123,20122
2012-09-01,20120901,1,01 September 2012,Saturday ,201235,35,201209,September,2012,20123,20122
2012-09-02,20120902,2,02 September 2012,Sunday   ,201235,35,201209,September,2012,20123,20122
2012-09-03,20120903,3,03 September 2012,Monday   ,201236,36,201209,September,2012,20123,20122
2012-09-04,20120904,4,04 September 2012,Tuesday  ,201236,36,201209,September,2012,20123,20122
2012-09-05,20120905,5,05 September 2012,Wednesday,201236,36,201209,September,2012,20123,20122
2012-09-06,20120906,6,06 September 2012,Thursday ,201236,36,201209,September,2012,20123,20122
2012-09-07,20120907,7,07 September 2012,Friday   ,201236,36,201209,September,2012,20123,20122
2012-09-08,20120908,8,08 September 2012,Saturday ,201236,36,201209,September,2012,20123,20122
2012-09-09,20120909,9,09 September 2012,Sunday   ,201236,36,201209,September,2012,20123,20122
2012-09-10,20120910,10,10 September 2012,Monday   ,201237,37,201209,September,2012,20123,20122
2012-09-11,20120911,11,11 September 2012,Tuesday  ,201237,37,201209,September,2012,20123,20122
2012-09-12,20120912,12,12 September 2012,Wednesday,201237,37,201209,September,2012,20123,20122
2012-09-13,20120913,13,13 September 2012,Thursday ,201237,37,201209,September,2012,20123,20122
2012-09-14,20120914,14,14 September 2012,Friday   ,201237,37,201209,September,2012,20123,20122
2012-09-15,20120915,15,15 September 2012,Saturday ,201237,37,201209,September,2012,20123,20122
2012-09-16,20120916,16,16 September 2012,Sunday   ,201237,37,201209,September,2012,20123,20122
2012-09-17,20120917,17,17 September 2012,Monday   ,201238,38,201209,September,2012,20123,20122
2012-09-18,20120918,18,18 September 2012,Tuesday  ,201238,38,201209,September,2012,20123,20122
2012-09-19,20120919,19,19 September 2012,Wednesday,201238,38,201209,September,2012,20123,20122
2012-09-20,20120920,20,20 September 2012,Thursday ,201238,38,201209,September,2012,20123,20122
2012-09-21,20120921,21,21 September 2012,Friday   ,201238,38,201209,September,2012,20123,20122
2012-09-22,20120922,22,22 September 2012,Saturday ,201238,38,201209,September,2012,20123,20122
2012-09-23,20120923,23,23 September 2012,Sunday   ,201238,38,201209,September,2012,20123,20122
2012-09-24,20120924,24,24 September 2012,Monday   ,201239,39,201209,September,2012,20123,20122
2012-09-25,20120925,25,25 September 2012,Tuesday  ,201239,39,201209,September,2012,20123,20122
2012-09-26,20120926,26,26 September 2012,Wednesday,201239,39,201209,September,2012,20123,20122
2012-09-27,20120927,27,27 September 2012,Thursday ,201239,39,201209,September,2012,20123,20122
2012-09-28,20120928,28,28 September 2012,Friday   ,201239,39,201209,September,2012,20123,20122
2012-09-29,20120929,29,29 September 2012,Saturday ,201239,39,201209,September,2012,20123,20122
2012-09-30,20120930,30,30 September 2012,Sunday   ,201239,39,201209,September,2012,20123,20122
2012-10-01,20121001,1,01 October 2012,Monday   ,201240,40,201210,October  ,2012,20124,20122
2012-10-02,20121002,2,02 October 2012,Tuesday  ,201240,40,201210,October  ,2012,20124,20122
2012-10-03,20121003,3,03 October 2012,Wednesday,201240,40,201210,October  ,2012,20124,20122
2012-10-04,20121004,4,04 October 2012,Thursday ,201240,40,201210,October  ,2012,20124,20122
2012-10-05,20121005,5,05 October 2012,Friday   ,201240,40,201210,October  ,2012,20124,20122
2012-10-06,20121006,6,06 October 2012,Saturday ,201240,40,201210,October  ,2012,20124,20122
2012-10-07,20121007,7,07 October 2012,Sunday   ,201240,40,201210,October  ,2012,20124,20122
2012-10-08,20121008,8,08 October 2012,Monday   ,201241,41,201210,October  ,2012,20124,20122
2012-10-09,20121009,9,09 October 2012,Tuesday  ,201241,41,201210,October  ,2012,20124,20122
2012-10-10,20121010,10,10 October 2012,Wednesday,201241,41,201210,October  ,2012,20124,20122
2012-10-11,20121011,11,11 October 2012,Thursday ,201241,41,201210,October  ,2012,20124,20122
2012-10-12,20121012,12,12 October 2012,Friday   ,201241,41,201210,October  ,2012,20124,20122
2012-10-13,20121013,13,13 October 2012,Saturday ,201241,41,201210,October  ,2012,20124,20122
2012-10-14,20121014,14,14 October 2012,Sunday   ,201241,41,201210,October  ,2012,20124,20122
2012-10-15,20121015,15,15 October 2012,Monday   ,201242,42,201210,October  ,2012,20124,20122
2012-10-16,20121016,16,16 October 2012,Tuesday  ,201242,42,201210,October  ,2012,20124,20122
2012-10-17,20121017,17,17 October 2012,Wednesday,201242,42,201210,October  ,2012,20124,20122
2012-10-18,20121018,18,18 October 2012,Thursday ,201242,42,201210,October  ,2012,20124,20122
2012-10-19,20121019,19,19 October 2012,Friday   ,201242,42,201210,October  ,2012,20124,20122
2012-10-20,20121020,20,20 October 2012,Saturday ,201242,42,201210,October  ,2012,20124,20122
2012-10-21,20121021,21,21 October 2012,Sunday   ,201242,42,201210,October  ,2012,20124,20122
2012-10-22,20121022,22,22 October 2012,Monday   ,201243,43,201210,October  ,2012,20124,20122
2012-10-23,20121023,23,23 October 2012,Tuesday  ,201243,43,201210,October  ,2012,20124,20122
2012-10-24,20121024,24,24 October 2012,Wednesday,201243,43,201210,October  ,2012,20124,20122
2012-10-25,20121025,25,25 October 2012,Thursday ,201243,43,201210,October  ,2012,20124,20122
2012-10-26,20121026,26,26 October 2012,Friday   ,201243,43,201210,October  ,2012,20124,20122
2012-10-27,20121027,27,27 October 2012,Saturday ,201243,43,201210,October  ,2012,20124,20122
2012-10-28,20121028,28,28 October 2012,Sunday   ,201243,43,201210,October  ,2012,20124,20122
2012-10-29,20121029,29,29 October 2012,Monday   ,201244,44,201210,October  ,2012,20124,20122
2012-10-30,20121030,30,30 October 2012,Tuesday  ,201244,44,201210,October  ,2012,20124,20122
2012-10-31,20121031,31,31 October 2012,Wednesday,201244,44,201210,October  ,2012,20124,20122
2012-11-01,20121101,1,01 November 2012,Thursday ,201244,44,201211,November ,2012,20124,20122
2012-11-02,20121102,2,02 November 2012,Friday   ,201244,44,201211,November ,2012,20124,20122
2012-11-03,20121103,3,03 November 2012,Saturday ,201244,44,201211,November ,2012,20124,20122
2012-11-04,20121104,4,04 November 2012,Sunday   ,201244,44,201211,November ,2012,20124,20122
2012-11-05,20121105,5,05 November 2012,Monday   ,201245,45,201211,November ,2012,20124,20122
2012-11-06,20121106,6,06 November 2012,Tuesday  ,201245,45,201211,November ,2012,20124,20122
2012-11-07,20121107,7,07 November 2012,Wednesday,201245,45,201211,November ,2012,20124,20122
2012-11-08,20121108,8,08 November 2012,Thursday ,201245,45,201211,November ,2012,20124,20122
2012-11-09,20121109,9,09 November 2012,Friday   ,201245,45,201211,November ,2012,20124,20122
2012-11-10,20121110,10,10 November 2012,Saturday ,201245,45,201211,November ,2012,20124,20122
2012-11-11,20121111,11,11 November 2012,Sunday   ,201245,45,201211,November ,2012,20124,20122
2012-11-12,20121112,12,12 November 2012,Monday   ,201246,46,201211,November ,2012,20124,20122
2012-11-13,20121113,13,13 November 2012,Tuesday  ,201246,46,201211,November ,2012,20124,20122
2012-11-14,20121114,14,14 November 2012,Wednesday,201246,46,201211,November ,2012,20124,20122
2012-11-15,20121115,15,15 November 2012,Thursday ,201246,46,201211,November ,2012,20124,20122
2012-11-16,20121116,16,16 November 2012,Friday   ,201246,46,201211,November ,2012,20124,20122
2012-11-17,20121117,17,17 November 2012,Saturday ,201246,46,201211,November ,2012,20124,20122
2012-11-18,20121118,18,18 November 2012,Sunday   ,201246,46,201211,November ,2012,20124,20122
2012-11-19,20121119,19,19 November 2012,Monday   ,201247,47,201211,November ,2012,20124,20122
2012-11-20,20121120,20,20 November 2012,Tuesday  ,201247,47,201211,November ,2012,20124,20122
2012-11-21,20121121,21,21 November 2012,Wednesday,201247,47,201211,November ,2012,20124,20122
2012-11-22,20121122,22,22 November 2012,Thursday ,201247,47,201211,November ,2012,20124,20122
2012-11-23,20121123,23,23 November 2012,Friday   ,201247,47,201211,November ,2012,20124,20122
2012-11-24,20121124,24,24 November 2012,Saturday ,201247,47,201211,November ,2012,20124,20122
2012-11-25,20121125,25,25 November 2012,Sunday   ,201247,47,201211,November ,2012,20124,20122
2012-11-26,20121126,26,26 November 2012,Monday   ,201248,48,201211,November ,2012,20124,20122
2012-11-27,20121127,27,27 November 2012,Tuesday  ,201248,48,201211,November ,2012,20124,20122
2012-11-28,20121128,28,28 November 2012,Wednesday,201248,48,201211,November ,2012,20124,20122
2012-11-29,20121129,29,29 November 2012,Thursday ,201248,48,201211,November ,2012,20124,20122
2012-11-30,20121130,30,30 November 2012,Friday   ,201248,48,201211,November ,2012,20124,20122
2012-12-01,20121201,1,01 December 2012,Saturday ,201248,48,201212,December ,2012,20124,20122
2012-12-02,20121202,2,02 December 2012,Sunday   ,201248,48,201212,December ,2012,20124,20122
2012-12-03,20121203,3,03 December 2012,Monday   ,201249,49,201212,December ,2012,20124,20122
2012-12-04,20121204,4,04 December 2012,Tuesday  ,201249,49,201212,December ,2012,20124,20122
2012-12-05,20121205,5,05 December 2012,Wednesday,201249,49,201212,December ,2012,20124,20122
2012-12-06,20121206,6,06 December 2012,Thursday ,201249,49,201212,December ,2012,20124,20122
2012-12-07,20121207,7,07 December 2012,Friday   ,201249,49,201212,December ,2012,20124,20122
2012-12-08,20121208,8,08 December 2012,Saturday ,201249,49,201212,December ,2012,20124,20122
2012-12-09,20121209,9,09 December 2012,Sunday   ,201249,49,201212,December ,2012,20124,20122
2012-12-10,20121210,10,10 December 2012,Monday   ,201250,50,201212,December ,2012,20124,20122
2012-12-11,20121211,11,11 December 2012,Tuesday  ,201250,50,201212,December ,2012,20124,20122
2012-12-12,20121212,12,12 December 2012,Wednesday,201250,50,201212,December ,2012,20124,20122
2012-12-13,20121213,13,13 December 2012,Thursday ,201250,50,201212,December ,2012,20124,20122
2012-12-14,20121214,14,14 December 2012,Friday   ,201250,50,201212,December ,2012,20124,20122
2012-12-15,20121215,15,15 December 2012,Saturday ,201250,50,201212,December ,2012,20124,20122
2012-12-16,20121216,16,16 December 2012,Sunday   ,201250,50,201212,December ,2012,20124,20122
2012-12-17,20121217,17,17 December 2012,Monday   ,201251,51,201212,December ,2012,20124,20122
2012-12-18,20121218,18,18 December 2012,Tuesday  ,201251,51,201212,December ,2012,20124,20122
2012-12-19,20121219,19,19 December 2012,Wednesday,201251,51,201212,December ,2012,20124,20122
2012-12-20,20121220,20,20 December 2012,Thursday ,201251,51,201212,December ,2012,20124,20122
2012-12-21,20121221,21,21 December 2012,Friday   ,201251,51,201212,December ,2012,20124,20122
2012-12-22,20121222,22,22 December 2012,Saturday ,201251,51,201212,December ,2012,20124,20122
2012-12-23,20121223,23,23 December 2012,Sunday   ,201251,51,201212,December ,2012,20124,20122
2012-12-24,20121224,24,24 December 2012,Monday   ,201252,52,201212,December ,2012,20124,20122
2012-12-25,20121225,25,25 December 2012,Tuesday  ,201252,52,201212,December ,2012,20124,20122
2012-12-26,20121226,26,26 December 2012,Wednesday,201252,52,201212,December ,2012,20124,20122
2012-12-27,20121227,27,27 December 2012,Thursday ,201252,52,201212,December ,2012,20124,20122
2012-12-28,20121228,28,28 December 2012,Friday   ,201252,52,201212,December ,2012,20124,20122
2012-12-29,20121229,29,29 December 2012,Saturday ,201252,52,201212,December ,2012,20124,20122
2012-12-30,20121230,30,30 December 2012,Sunday   ,201252,52,201212,December ,2012,20124,20122
2012-12-31,20121231,31,31 December 2012,Monday   ,201201,1,201212,December ,2012,20124,20122
2013-01-01,20130101,1,01 January 2013,Tuesday  ,201301,1,201301,January  ,2013,20131,20131
2013-01-02,20130102,2,02 January 2013,Wednesday,201301,1,201301,January  ,2013,20131,20131
2013-01-03,20130103,3,03 January 2013,Thursday ,201301,1,201301,January  ,2013,20131,20131
2013-01-04,20130104,4,04 January 2013,Friday   ,201301,1,201301,January  ,2013,20131,20131
2013-01-05,20130105,5,05 January 2013,Saturday ,201301,1,201301,January  ,2013,20131,20131
2013-01-06,20130106,6,06 January 2013,Sunday   ,201301,1,201301,January  ,2013,20131,20131
2013-01-07,20130107,7,07 January 2013,Monday   ,201302,2,201301,January  ,2013,20131,20131
2013-01-08,20130108,8,08 January 2013,Tuesday  ,201302,2,201301,January  ,2013,20131,20131
2013-01-09,20130109,9,09 January 2013,Wednesday,201302,2,201301,January  ,2013,20131,20131
2013-01-10,20130110,10,10 January 2013,Thursday ,201302,2,201301,January  ,2013,20131,20131
2013-01-11,20130111,11,11 January 2013,Friday   ,201302,2,201301,January  ,2013,20131,20131
2013-01-12,20130112,12,12 January 2013,Saturday ,201302,2,201301,January  ,2013,20131,20131
2013-01-13,20130113,13,13 January 2013,Sunday   ,201302,2,201301,January  ,2013,20131,20131
2013-01-14,20130114,14,14 January 2013,Monday   ,201303,3,201301,January  ,2013,20131,20131
2013-01-15,20130115,15,15 January 2013,Tuesday  ,201303,3,201301,January  ,2013,20131,20131
2013-01-16,20130116,16,16 January 2013,Wednesday,201303,3,201301,January  ,2013,20131,20131
2013-01-17,20130117,17,17 January 2013,Thursday ,201303,3,201301,January  ,2013,20131,20131
2013-01-18,20130118,18,18 January 2013,Friday   ,201303,3,201301,January  ,2013,20131,20131
2013-01-19,20130119,19,19 January 2013,Saturday ,201303,3,201301,January  ,2013,20131,20131
2013-01-20,20130120,20,20 January 2013,Sunday   ,201303,3,201301,January  ,2013,20131,20131
2013-01-21,20130121,21,21 January 2013,Monday   ,201304,4,201301,January  ,2013,20131,20131
2013-01-22,20130122,22,22 January 2013,Tuesday  ,201304,4,201301,January  ,2013,20131,20131
2013-01-23,20130123,23,23 January 2013,Wednesday,201304,4,201301,January  ,2013,20131,20131
2013-01-24,20130124,24,24 January 2013,Thursday ,201304,4,201301,January  ,2013,20131,20131
2013-01-25,20130125,25,25 January 2013,Friday   ,201304,4,201301,January  ,2013,20131,20131
2013-01-26,20130126,26,26 January 2013,Saturday ,201304,4,201301,January  ,2013,20131,20131
2013-01-27,20130127,27,27 January 2013,Sunday   ,201304,4,201301,January  ,2013,20131,20131
2013-01-28,20130128,28,28 January 2013,Monday   ,201305,5,201301,January  ,2013,20131,20131
2013-01-29,20130129,29,29 January 2013,Tuesday  ,201305,5,201301,January  ,2013,20131,20131
2013-01-30,20130130,30,30 January 2013,Wednesday,201305,5,201301,January  ,2013,20131,20131
2013-01-31,20130131,31,31 January 2013,Thursday ,201305,5,201301,January  ,2013,20131,20131
2013-02-25,20130225,25,25 February 2013,Monday   ,201309,9,201302,February ,2013,20131,20131
2013-02-26,20130226,26,26 February 2013,Tuesday  ,201309,9,201302,February ,2013,20131,20131
2013-02-27,20130227,27,27 February 2013,Wednesday,201309,9,201302,February ,2013,20131,20131
2013-02-28,20130228,28,28 February 2013,Thursday ,201309,9,201302,February ,2013,20131,20131
2013-02-01,20130201,1,01 February 2013,Friday   ,201305,5,201302,February ,2013,20131,20131
2013-02-02,20130202,2,02 February 2013,Saturday ,201305,5,201302,February ,2013,20131,20131
2013-02-03,20130203,3,03 February 2013,Sunday   ,201305,5,201302,February ,2013,20131,20131
2013-02-04,20130204,4,04 February 2013,Monday   ,201306,6,201302,February ,2013,20131,20131
2013-02-05,20130205,5,05 February 2013,Tuesday  ,201306,6,201302,February ,2013,20131,20131
2013-02-06,20130206,6,06 February 2013,Wednesday,201306,6,201302,February ,2013,20131,20131
2013-02-07,20130207,7,07 February 2013,Thursday ,201306,6,201302,February ,2013,20131,20131
2013-02-08,20130208,8,08 February 2013,Friday   ,201306,6,201302,February ,2013,20131,20131
2013-02-09,20130209,9,09 February 2013,Saturday ,201306,6,201302,February ,2013,20131,20131
2013-02-10,20130210,10,10 February 2013,Sunday   ,201306,6,201302,February ,2013,20131,20131
2013-02-11,20130211,11,11 February 2013,Monday   ,201307,7,201302,February ,2013,20131,20131
2013-02-12,20130212,12,12 February 2013,Tuesday  ,201307,7,201302,February ,2013,20131,20131
2013-02-13,20130213,13,13 February 2013,Wednesday,201307,7,201302,February ,2013,20131,20131
2013-02-14,20130214,14,14 February 2013,Thursday ,201307,7,201302,February ,2013,20131,20131
2013-02-15,20130215,15,15 February 2013,Friday   ,201307,7,201302,February ,2013,20131,20131
2013-02-16,20130216,16,16 February 2013,Saturday ,201307,7,201302,February ,2013,20131,20131
2013-02-17,20130217,17,17 February 2013,Sunday   ,201307,7,201302,February ,2013,20131,20131
2013-02-18,20130218,18,18 February 2013,Monday   ,201308,8,201302,February ,2013,20131,20131
2013-02-19,20130219,19,19 February 2013,Tuesday  ,201308,8,201302,February ,2013,20131,20131
2013-02-20,20130220,20,20 February 2013,Wednesday,201308,8,201302,February ,2013,20131,20131
2013-02-21,20130221,21,21 February 2013,Thursday ,201308,8,201302,February ,2013,20131,20131
2013-02-22,20130222,22,22 February 2013,Friday   ,201308,8,201302,February ,2013,20131,20131
2013-02-23,20130223,23,23 February 2013,Saturday ,201308,8,201302,February ,2013,20131,20131
2013-02-24,20130224,24,24 February 2013,Sunday   ,201308,8,201302,February ,2013,20131,20131
2013-03-01,20130301,1,01 March 2013,Friday   ,201309,9,201303,March    ,2013,20131,20131
2013-03-02,20130302,2,02 March 2013,Saturday ,201309,9,201303,March    ,2013,20131,20131
2013-03-03,20130303,3,03 March 2013,Sunday   ,201309,9,201303,March    ,2013,20131,20131
2013-03-04,20130304,4,04 March 2013,Monday   ,201310,10,201303,March    ,2013,20131,20131
2013-03-05,20130305,5,05 March 2013,Tuesday  ,201310,10,201303,March    ,2013,20131,20131
2013-03-06,20130306,6,06 March 2013,Wednesday,201310,10,201303,March    ,2013,20131,20131
2013-03-07,20130307,7,07 March 2013,Thursday ,201310,10,201303,March    ,2013,20131,20131
2013-03-08,20130308,8,08 March 2013,Friday   ,201310,10,201303,March    ,2013,20131,20131
2013-03-09,20130309,9,09 March 2013,Saturday ,201310,10,201303,March    ,2013,20131,20131
2013-03-10,20130310,10,10 March 2013,Sunday   ,201310,10,201303,March    ,2013,20131,20131
2013-03-11,20130311,11,11 March 2013,Monday   ,201311,11,201303,March    ,2013,20131,20131
2013-03-12,20130312,12,12 March 2013,Tuesday  ,201311,11,201303,March    ,2013,20131,20131
2013-03-13,20130313,13,13 March 2013,Wednesday,201311,11,201303,March    ,2013,20131,20131
2013-03-14,20130314,14,14 March 2013,Thursday ,201311,11,201303,March    ,2013,20131,20131
2013-03-15,20130315,15,15 March 2013,Friday   ,201311,11,201303,March    ,2013,20131,20131
2013-03-16,20130316,16,16 March 2013,Saturday ,201311,11,201303,March    ,2013,20131,20131
2013-03-17,20130317,17,17 March 2013,Sunday   ,201311,11,201303,March    ,2013,20131,20131
2013-03-18,20130318,18,18 March 2013,Monday   ,201312,12,201303,March    ,2013,20131,20131
2013-03-19,20130319,19,19 March 2013,Tuesday  ,201312,12,201303,March    ,2013,20131,20131
2013-03-20,20130320,20,20 March 2013,Wednesday,201312,12,201303,March    ,2013,20131,20131
2013-03-21,20130321,21,21 March 2013,Thursday ,201312,12,201303,March    ,2013,20131,20131
2013-03-22,20130322,22,22 March 2013,Friday   ,201312,12,201303,March    ,2013,20131,20131
2013-03-23,20130323,23,23 March 2013,Saturday ,201312,12,201303,March    ,2013,20131,20131
2013-03-24,20130324,24,24 March 2013,Sunday   ,201312,12,201303,March    ,2013,20131,20131
2013-03-25,20130325,25,25 March 2013,Monday   ,201313,13,201303,March    ,2013,20131,20131
2013-03-26,20130326,26,26 March 2013,Tuesday  ,201313,13,201303,March    ,2013,20131,20131
2013-03-27,20130327,27,27 March 2013,Wednesday,201313,13,201303,March    ,2013,20131,20131
2013-03-28,20130328,28,28 March 2013,Thursday ,201313,13,201303,March    ,2013,20131,20131
2013-03-29,20130329,29,29 March 2013,Friday   ,201313,13,201303,March    ,2013,20131,20131
2013-03-30,20130330,30,30 March 2013,Saturday ,201313,13,201303,March    ,2013,20131,20131
2013-03-31,20130331,31,31 March 2013,Sunday   ,201313,13,201303,March    ,2013,20131,20131
2013-04-01,20130401,1,01-Apr-13,Monday   ,201314,14,201304,April    ,2013,20132,20131
2013-04-02,20130402,2,02-Apr-13,Tuesday  ,201314,14,201304,April    ,2013,20132,20131
2013-04-03,20130403,3,03-Apr-13,Wednesday,201314,14,201304,April    ,2013,20132,20131
2013-04-04,20130404,4,04-Apr-13,Thursday ,201314,14,201304,April    ,2013,20132,20131
2013-04-05,20130405,5,05-Apr-13,Friday   ,201314,14,201304,April    ,2013,20132,20131
2013-04-06,20130406,6,06-Apr-13,Saturday ,201314,14,201304,April    ,2013,20132,20131
2013-04-07,20130407,7,07-Apr-13,Sunday   ,201314,14,201304,April    ,2013,20132,20131
2013-04-08,20130408,8,08-Apr-13,Monday   ,201315,15,201304,April    ,2013,20132,20131
2013-04-09,20130409,9,09-Apr-13,Tuesday  ,201315,15,201304,April    ,2013,20132,20131
2013-04-10,20130410,10,10-Apr-13,Wednesday,201315,15,201304,April    ,2013,20132,20131
2013-04-11,20130411,11,11-Apr-13,Thursday ,201315,15,201304,April    ,2013,20132,20131
2013-04-12,20130412,12,12-Apr-13,Friday   ,201315,15,201304,April    ,2013,20132,20131
2013-04-13,20130413,13,13-Apr-13,Saturday ,201315,15,201304,April    ,2013,20132,20131
2013-04-14,20130414,14,14-Apr-13,Sunday   ,201315,15,201304,April    ,2013,20132,20131
2013-04-15,20130415,15,15-Apr-13,Monday   ,201316,16,201304,April    ,2013,20132,20131
2013-04-16,20130416,16,16-Apr-13,Tuesday  ,201316,16,201304,April    ,2013,20132,20131
2013-04-17,20130417,17,17-Apr-13,Wednesday,201316,16,201304,April    ,2013,20132,20131
2013-04-18,20130418,18,18-Apr-13,Thursday ,201316,16,201304,April    ,2013,20132,20131
2013-04-19,20130419,19,19-Apr-13,Friday   ,201316,16,201304,April    ,2013,20132,20131
2013-04-20,20130420,20,20-Apr-13,Saturday ,201316,16,201304,April    ,2013,20132,20131
2013-04-21,20130421,21,21-Apr-13,Sunday   ,201316,16,201304,April    ,2013,20132,20131
2013-04-22,20130422,22,22-Apr-13,Monday   ,201317,17,201304,April    ,2013,20132,20131
2013-04-23,20130423,23,23-Apr-13,Tuesday  ,201317,17,201304,April    ,2013,20132,20131
2013-04-24,20130424,24,24-Apr-13,Wednesday,201317,17,201304,April    ,2013,20132,20131
2013-04-25,20130425,25,25-Apr-13,Thursday ,201317,17,201304,April    ,2013,20132,20131
2013-04-26,20130426,26,26-Apr-13,Friday   ,201317,17,201304,April    ,2013,20132,20131
2013-04-27,20130427,27,27-Apr-13,Saturday ,201317,17,201304,April    ,2013,20132,20131
2013-04-28,20130428,28,28-Apr-13,Sunday   ,201317,17,201304,April    ,2013,20132,20131
2013-04-29,20130429,29,29-Apr-13,Monday   ,201318,18,201304,April    ,2013,20132,20131
2013-04-30,20130430,30,30-Apr-13,Tuesday  ,201318,18,201304,April    ,2013,20132,20131
2013-05-01,20130501,1,01 May 2013,Wednesday,201318,18,201305,May      ,2013,20132,20131
2013-05-02,20130502,2,02 May 2013,Thursday ,201318,18,201305,May      ,2013,20132,20131
2013-05-03,20130503,3,03 May 2013,Friday   ,201318,18,201305,May      ,2013,20132,20131
2013-05-04,20130504,4,04 May 2013,Saturday ,201318,18,201305,May      ,2013,20132,20131
2013-05-05,20130505,5,05 May 2013,Sunday   ,201318,18,201305,May      ,2013,20132,20131
2013-05-06,20130506,6,06 May 2013,Monday   ,201319,19,201305,May      ,2013,20132,20131
2013-05-07,20130507,7,07 May 2013,Tuesday  ,201319,19,201305,May      ,2013,20132,20131
2013-05-08,20130508,8,08 May 2013,Wednesday,201319,19,201305,May      ,2013,20132,20131
2013-05-09,20130509,9,09 May 2013,Thursday ,201319,19,201305,May      ,2013,20132,20131
2013-05-10,20130510,10,10 May 2013,Friday   ,201319,19,201305,May      ,2013,20132,20131
2013-05-11,20130511,11,11 May 2013,Saturday ,201319,19,201305,May      ,2013,20132,20131
2013-05-12,20130512,12,12 May 2013,Sunday   ,201319,19,201305,May      ,2013,20132,20131
2013-05-13,20130513,13,13 May 2013,Monday   ,201320,20,201305,May      ,2013,20132,20131
2013-05-14,20130514,14,14 May 2013,Tuesday  ,201320,20,201305,May      ,2013,20132,20131
2013-05-15,20130515,15,15 May 2013,Wednesday,201320,20,201305,May      ,2013,20132,20131
2013-05-16,20130516,16,16 May 2013,Thursday ,201320,20,201305,May      ,2013,20132,20131
2013-05-17,20130517,17,17 May 2013,Friday   ,201320,20,201305,May      ,2013,20132,20131
2013-05-18,20130518,18,18 May 2013,Saturday ,201320,20,201305,May      ,2013,20132,20131
2013-05-19,20130519,19,19 May 2013,Sunday   ,201320,20,201305,May      ,2013,20132,20131
2013-05-20,20130520,20,20 May 2013,Monday   ,201321,21,201305,May      ,2013,20132,20131
2013-05-21,20130521,21,21 May 2013,Tuesday  ,201321,21,201305,May      ,2013,20132,20131
2013-05-22,20130522,22,22 May 2013,Wednesday,201321,21,201305,May      ,2013,20132,20131
2013-05-23,20130523,23,23 May 2013,Thursday ,201321,21,201305,May      ,2013,20132,20131
2013-05-24,20130524,24,24 May 2013,Friday   ,201321,21,201305,May      ,2013,20132,20131
2013-05-25,20130525,25,25 May 2013,Saturday ,201321,21,201305,May      ,2013,20132,20131
2013-05-26,20130526,26,26 May 2013,Sunday   ,201321,21,201305,May      ,2013,20132,20131
2013-05-27,20130527,27,27 May 2013,Monday   ,201322,22,201305,May      ,2013,20132,20131
2013-05-28,20130528,28,28 May 2013,Tuesday  ,201322,22,201305,May      ,2013,20132,20131
2013-05-29,20130529,29,29 May 2013,Wednesday,201322,22,201305,May      ,2013,20132,20131
2013-05-30,20130530,30,30 May 2013,Thursday ,201322,22,201305,May      ,2013,20132,20131
